x,one,logn,n,nlogn,nsquare
1298,0.000000078,0.000002328,0.000015698,0.000128000,0.003638907
1299,0.000000085,0.000001763,0.000017364,0.000132000,0.003804742
1300,0.000000088,0.000008723,0.000017886,0.000129000,0.003760025
1301,0.000000086,0.000001808,0.000016845,0.000131000,0.003842325
1302,0.000000090,0.000001803,0.000017232,0.000134000,0.003794662
1303,0.000000088,0.000001841,0.000017510,0.000130000,0.003912075
1304,0.000000089,0.000001937,0.000016753,0.000128000,0.004049586
1305,0.000000095,0.000001917,0.000016869,0.000131000,0.003931725
1306,0.000000091,0.000001895,0.000017523,0.000139000,0.003892063
1307,0.000000089,0.000001900,0.000016457,0.000132000,0.004054571
1308,0.000000091,0.000001901,0.000017101,0.000129000,0.004002681
1309,0.000000085,0.000001830,0.000017144,0.000136000,0.004282830
1310,0.000000088,0.000002001,0.000017299,0.000131000,0.003864127
1311,0.000000091,0.000002171,0.000016973,0.000134000,0.003829266
1312,0.000000086,0.000001864,0.000017136,0.000131000,0.003649796
1313,0.000000075,0.000001833,0.000014371,0.000110000,0.003577096
1314,0.000000073,0.000001794,0.000017936,0.000157000,0.003885883
1315,0.000000093,0.000002023,0.000017353,0.000135000,0.003925635
1316,0.000000091,0.000001858,0.000017817,0.000130000,0.003844763
1317,0.000000089,0.000001942,0.000017066,0.000136000,0.003936470
1318,0.000000090,0.000002097,0.000017387,0.000135000,0.003829642
1319,0.000000086,0.000001935,0.000016696,0.000135000,0.003920255
1320,0.000000102,0.000002159,0.000018012,0.000134000,0.003905839
1321,0.000000088,0.000002039,0.000016905,0.000128000,0.004037249
1322,0.000000083,0.000001982,0.000017359,0.000138000,0.003912635
1323,0.000000087,0.000001985,0.000017353,0.000135000,0.004070763
1324,0.000000088,0.000001859,0.000017564,0.000138000,0.004238916
1325,0.000000089,0.000001889,0.000017423,0.000133000,0.003952727
1326,0.000000090,0.000001851,0.000018160,0.000138000,0.003543340
1327,0.000000071,0.000001740,0.000012971,0.000107000,0.003598350
1328,0.000000079,0.000001692,0.000016403,0.000122000,0.003734825
1329,0.000000089,0.000002129,0.000017335,0.000131000,0.004049235
1330,0.000000090,0.000001934,0.000018027,0.000185000,0.003841190
1331,0.000000115,0.000001926,0.000017606,0.000136000,0.004030452
1332,0.000000088,0.000001874,0.000016805,0.000133000,0.003983426
1333,0.000000091,0.000002028,0.000017165,0.000136000,0.003880100
1334,0.000000091,0.000001935,0.000016833,0.000183000,0.003879398
1335,0.000000087,0.000002210,0.000016470,0.000131000,0.003901105
1336,0.000000088,0.000001887,0.000016798,0.000132000,0.003950853
1337,0.000000088,0.000001944,0.000016957,0.000132000,0.003915969
1338,0.000000091,0.000001949,0.000017214,0.000126000,0.003671972
1339,0.000000081,0.000009396,0.000016593,0.000123000,0.003837636
1340,0.000000089,0.000001953,0.000017636,0.000137000,0.003987742
1341,0.000000092,0.000001741,0.000016971,0.000135000,0.003899892
1342,0.000000088,0.000002186,0.000017260,0.000133000,0.003929443
1343,0.000000090,0.000001882,0.000017135,0.000134000,0.003935033
1344,0.000000092,0.000001811,0.000017529,0.000134000,0.003892074
1345,0.000000088,0.000001866,0.000017466,0.000134000,0.004055130
1346,0.000000089,0.000002087,0.000016990,0.000135000,0.003852087
1347,0.000000092,0.000001983,0.000018203,0.000140000,0.004058989
1348,0.000000088,0.000002273,0.000017453,0.000136000,0.003970723
1349,0.000000093,0.000001918,0.000017483,0.000139000,0.004038205
1350,0.000000097,0.000002473,0.000017197,0.000133000,0.003954340
1351,0.000000088,0.000001845,0.000016898,0.000133000,0.003874451
1352,0.000000091,0.000001926,0.000017549,0.000148000,0.003873006
1353,0.000000087,0.000002394,0.000017599,0.000134000,0.003900282
1354,0.000000106,0.000001947,0.000016509,0.000128000,0.003561211
1355,0.000000084,0.000001775,0.000018098,0.000135000,0.004036632
1356,0.000000091,0.000002024,0.000019970,0.000136000,0.003982115
1357,0.000000101,0.000002182,0.000017495,0.000135000,0.004116755
1358,0.000000089,0.000001934,0.000017220,0.000132000,0.003856019
1359,0.000000086,0.000001805,0.000021341,0.000133000,0.003920883
1360,0.000000088,0.000001931,0.000017381,0.000136000,0.003894744
1361,0.000000089,0.000002057,0.000017107,0.000135000,0.003877312
1362,0.000000091,0.000001965,0.000016885,0.000132000,0.003873661
1363,0.000000086,0.000002057,0.000017345,0.000134000,0.004208481
1364,0.000000086,0.000001958,0.000017171,0.000135000,0.004111254
1365,0.000000090,0.000001915,0.000017284,0.000140000,0.003845435
1366,0.000000090,0.000001904,0.000017265,0.000132000,0.004163194
1367,0.000000105,0.000002035,0.000017070,0.000133000,0.003982956
1368,0.000000085,0.000001774,0.000016746,0.000135000,0.004015546
1369,0.000000085,0.000001785,0.000016663,0.000123000,0.003694579
